dispatch_id,timestamp,alert_type,severity,risk_score,location_km,zone,details,responding_unit,status,estimated_response_min,channel,channel_status,dispatch_hash,operator
RPF-20260320-0071,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,86.1,9.4,Z5,"CRITICAL: Unauthorized person + high vibration (0.64)
Detections: person (67%), person (56%), person (44%), person (33%) | Risk: 86.1/100",RPF-Patrol-Gamma,DISPATCHED,7.9,LOG,LOG:OK,287b5d0ed51efa599b5aa101bd4557fa39fd222dbf1777c874cb9f30fc514d8b,admin
RPF-20260320-0072,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,86.8,9.41,Z5,"CRITICAL: Unauthorized person + high vibration (0.55)
Detections: person (69%), person (58%), person (40%), person (27%) | Risk: 86.8/100",RPF-Patrol-Gamma,DISPATCHED,7.9,LOG,LOG:OK,ae2e81244134c9c948a8215674fb02715098dea5b02e7437d1aa95b21737bb83,admin
RPF-20260320-0073,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,86.8,9.42,Z5,"CRITICAL: Unauthorized person + high vibration (0.61)
Detections: person (64%), person (63%), person (50%) | Risk: 86.8/100",RPF-Patrol-Gamma,DISPATCHED,7.9,LOG,LOG:OK,2a5f6f269c12540ec1b4dc4db0490c9c509494d0d5b9bad6e42adbfaefe186cc,admin
RPF-20260320-0074,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,86.6,9.43,Z5,"CRITICAL: Unauthorized person + high vibration (0.62)
Detections: person (61%), person (56%), person (49%), person (47%), person (26%) | Risk: 86.6/100",RPF-Patrol-Gamma,DISPATCHED,7.9,LOG,LOG:OK,c3125b0d67b565ff16fd8c70a14279c4afff69fcfaa5a4e93958924dcc39d483,admin
RPF-20260320-0075,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,86.2,9.44,Z5,"CRITICAL: Unauthorized person + high vibration (0.60)
Detections: person (66%), person (61%), person (46%), person (41%), person (29%) | Risk: 86.2/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,855a36421336503431e561c4fc7fa1b4373ba77eb167b0aaf08fd1e92ce825d4,admin
RPF-20260320-0076,2026-03-20 17:20:06,🚨 SABOTAGE DETECTED,CRITICAL,85.6,9.44,Z5,"CRITICAL: Unauthorized person + high vibration (0.81)
Detections: person (61%), person (53%), person (47%), person (46%), person (46%), person (42%), person (37%), person (32%) | Risk: 85.6/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,ca519c7d72702e8a78619cee4808654bf813b00155661879f48e2b8749c73118,admin
RPF-20260320-0077,2026-03-20 17:20:07,🚨 SABOTAGE DETECTED,CRITICAL,85.6,9.45,Z5,"CRITICAL: Unauthorized person + high vibration (1.00)
Detections: person (76%), person (68%), person (57%), person (52%), person (41%) | Risk: 85.6/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,c929a9e41683d48e3acbc71f688ec18540323eaa8b20bf4c968c54b5b1b30ee3,admin
RPF-20260320-0078,2026-03-20 17:20:07,🚨 SABOTAGE DETECTED,CRITICAL,85.4,9.46,Z5,"CRITICAL: Unauthorized person + high vibration (0.99)
Detections: person (74%), person (57%), person (37%), person (35%) | Risk: 85.4/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,27ce4d14d2bb4239cd346b41d00e82bfaac11358913fba840e130aa4df7aae42,admin
RPF-20260320-0079,2026-03-20 17:20:07,🚨 SABOTAGE DETECTED,CRITICAL,85.8,9.47,Z5,"CRITICAL: Unauthorized person + high vibration (0.72)
Detections: person (78%), person (62%), person (49%) | Risk: 85.8/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,ddf6cf8e9f8dc32a8b1709e5f9c2540ef62db5a44a9800f9bc62a44abc9dd307,admin
RPF-20260320-0080,2026-03-20 17:20:07,🚨 SABOTAGE DETECTED,CRITICAL,82.2,9.49,Z5,"CRITICAL: Unauthorized person + high vibration (0.45)
Detections: person (81%) | Risk: 82.2/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,efd2bcdad743bfc08009ff03c17f545877ea955884914c8f449f8863e519deaa,admin
RPF-20260320-0081,2026-03-20 17:20:08,🚨 SABOTAGE DETECTED,CRITICAL,86.0,9.5,Z5,"CRITICAL: Unauthorized person + high vibration (0.61)
Detections: person (80%) | Risk: 86.0/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,422cb9472d49be1511977ddc0cdd3cf6a46dbedff35a360484b7df0faf8e8764,admin
RPF-20260320-0082,2026-03-20 17:20:08,🚨 SABOTAGE DETECTED,CRITICAL,85.1,9.51,Z5,"CRITICAL: Unauthorized person + high vibration (0.64)
Detections: person (71%) | Risk: 85.1/100",RPF-Patrol-Gamma,DISPATCHED,7.8,LOG,LOG:OK,1ff8914bcd168391175431f13f6e013ce1a835f0af58307641afed155c67253f,admin
RPF-20260320-0083,2026-03-20 17:20:21,🚨 SABOTAGE DETECTED,CRITICAL,80.3,10.16,Z5,"CRITICAL: Unauthorized person + high vibration (0.43)
Detections: person (79%), person (66%), person (66%), person (64%), person (54%), person (52%), person (52%), person (50%), person (46%) | Risk: 8",RPF-Patrol-Gamma,DISPATCHED,7.3,LOG,LOG:OK,af4f3aa4254e7154cb0dd4ad9bbde4bab56a2ad2e5eb3964247045faef12ca2b,admin
RPF-20260320-0084,2026-03-20 17:20:21,🚨 SABOTAGE DETECTED,CRITICAL,78.1,10.17,Z5,"CRITICAL: Unauthorized person + high vibration (0.40)
Detections: person (80%), person (77%), person (68%), person (31%), person (28%) | Risk: 78.1/100",RPF-Patrol-Gamma,DISPATCHED,7.3,LOG,LOG:OK,5c6cea9630d5dc13e705440f606e4bc03bd7b3d51fdeda6f74668ff2b40f7453,admin
